"name","latitude_deg","longitude_deg","municipality"
"Mys Kamenny Airport","68.483001709","73.5670013428","Mys Kamennyi"
"Labytnangi Heliport","66.67449951171875","66.44200134277344","Labytnangi"
"Tolka Airport","63.99000167849999","82.0500030518","Tolka"
"Krasnoselkup Airport","65.717","82.455","Krasnoselkup"
"Tarko-Sale Airport","64.9308013916","77.81809997559999","Tarko-Sale"
"Tazovskiy Airport","67.48419952392578","78.64440155029297","Tazovskiy"
"Urengoy Airport","65.9599990845","78.43699646","Urengoy"
"Saranpaul' Airport","64.2571","60.9123","Saranpaul'"
"Khanty Mansiysk Airport","61.028499603271484","69.08609771728516","Khanty-Mansiysk"
"Kondinskoye Airport","59.65508270263672","67.43004608154297","Kondinskoye"
"Lugovoy Airport","59.7239990234375","65.83300018310547","Lugovoy"
"Nyagan Airport","62.110001","65.614998","Nyagan"
"Sovetskiy Airport","61.326622009277344","63.60191345214844","Sovetskiy"
"Uray Airport","60.10329818725586","64.82669830322266","Uray"
"Izhevsk Airport","56.82809829711914","53.45750045776367","Izhevsk"
"Pobedilovo Airport","58.503299713135","49.348300933838","Kirov"
"Nadym Airport","65.48090362548828","72.69889831542969","Nadym"
"Novy Urengoy Airport","66.06939697265625","76.52030181884766","Novy Urengoy"
"Nizhnevartovsk Airport","60.94929885864258","76.48359680175781","Nizhnevartovsk"
"Raduzhny Airport","62.1585998535","77.32890319820001","Raduzhnyi"
"Bakharevka Airport","57.951698303222656","56.19499969482422","Perm"
"Bolshoye Savino Airport","57.914501190186","56.021198272705","Perm"
"Berezniki Airport","59.57954788208008","56.85768127441406","Solikamsk"
"Ay-Pim Airport","62.265","71.191","Ay-Pim"
"Kogalym International Airport","62.190399169921875","74.53379821777344","Kogalym"
"Nefteyugansk Airport","61.108299255371094","72.6500015258789","Nefteyugansk"
"Noyabrsk Airport","63.18330001831055","75.2699966430664","Noyabrsk"
"Surgut Airport","61.34370040893555","73.40180206298828","Surgut"
"Severouralsk Airport","60.301666259765625","60.07500076293945","Severouralsk"
"Uktus Airport","56.701698303222656","60.790000915527344","Yekaterinburg"
"Alapayevsk Airfield","57.865","61.75","Alapayevsk"
"Koltsovo Airport","56.743099212646","60.802700042725","Yekaterinburg"
"Plekhanovo Airport","57.143333435058594","65.46833038330078","Tyumen"
"Tobolsk Airport","58.135799407958984","68.23190307617188","Tobolsk"
"Roshchino International Airport","57.189601898199996","65.3243026733","Tyumen"
"Kurtamysh Airport","54.915000915527344","64.46700286865234","Kurtamysh"
"Kurgan Airport","55.47529983520508","65.41560363769531","Kurgan"
"Kostroma Sokerkino Airport","57.7969017029","41.019401550299996","Kostroma"
"Bykovo Airport","55.6171989441","38.0600013733","Moscow"
"Grabtsevo Airport","54.5499992371","36.3666687012","Kaluga"
"Ivanovo South Airport","56.93939971923828","40.940799713134766","Ivanovo"
"Staroselye Airport","58.10419845581055","38.92940139770508","Rybinsk"
"Semyazino Airport","56.12670135498047","40.314998626708984","Vladimir"
"Myachkovo Airport","55.5600013733","37.9850006104","Moscow"
"Zmeyevo Airport","56.915000915527344","35.935001373291016","Tver"
"Bryansk Airport","53.214199066199996","34.176399231","Bryansk"
"Zhukovsky International Airport","55.553299","38.150002","Zhukovsky"
"Domodedovo International Airport","55.40879821777344","37.90629959106445","Moscow"
"Sheremetyevo International Airport","55.972599","37.4146","Moscow"
"Kimry Airport","56.798301696777344","37.33000183105469","Kimry"
"Migalovo Air Base","56.82469940185547","35.7577018737793","Tver"
"Selnikovo Airfield","55.129783","39.145733","Selnikovo"
"Stupino Air Base","54.888","38.147","Stupino"
"Severka Airfield","55.206","38.677","Voskresensk"
"Ostafyevo International Airport","55.51169967651367","37.507198333740234","Moscow"
"Tretyakovo Airport","54.904998779299994","39.02666854859999","Lukhovitsy"
"Chkalovskiy Airport","55.8783","38.061699","Moscow"
"Belgorod International Airport","50.643798828125","36.5900993347168","Belgorod"
"Pridacha Airport","51.65227127075195","39.255523681640625","Voronezh"
"Kursk East Airport","51.7505989074707","36.29560089111328","Kursk"
"Lipetsk Airport","52.70280075073242","39.53779983520508","Lipetsk"
"Voronezh International Airport","51.81420135498047","39.22959899902344","Voronezh"
"Oryol Yuzhny Airport","52.934700012200004","36.0022010803","Orel"
"Stary Oskol Airport","51.32921600341797","37.76884841918945","Stary Oskol"
"Donskoye Airport","52.806098937988","41.482799530029","Tambov"
"Haryaginskiy Heliport","67.21299743652344","56.78099822998047","Haryaginskiy"
"Tushino Airport","55.818333","37.426666","Moscow"
"Yermolino Airport","55.2283325195","36.6083335876","Balabanovo"
"Turlatovo Airport","54.55590057373047","39.855201721191406","Ryazan"
"Klokovo Airfield","54.239","37.6","Tula"
"Vnukovo International Airport","55.5914993286","37.2615013123","Moscow"
"Ukhta Airport","63.566898345947266","53.8046989440918","Ukhta"
"Inta Airport","66.0548324584961","60.110321044921875","Inta"
"Vuktyl Airport","63.823299407958984","57.279998779296875","Vuktyl"
"Yemva Airport","62.6054000854","50.925201416","Emva"
"Pechora Airport","65.12110137939453","57.13079833984375","Pechora"
"Usinsk Airport","66.00469970703125","57.3671989440918","Usinsk"
"Ust-Kulom Airport","61.689998626708984","53.709999084472656","Ust-Kulom"
"Izhma Airport","65.03170013427734","53.970001220703125","Izhma"
"Vorkuta Airport","67.48860168457031","63.993099212646484","Vorkuta"
"Ust-Tsylma Airport","65.43729400630001","52.20033645629999","Ust-Tsylma"
"Syktyvkar Airport","61.64699935913086","50.84510040283203","Syktyvkar"
"Bolshoye Boldino Airport","55.02000045776367","45.314998626708984","Bolshoye Boldino"
"Nizhny Novgorod Strigino International Airport","56.230098724365","43.784000396729","Nizhny Novgorod"
"Bugulma Airport","54.63999938964844","52.801700592041016","Bugulma"
"Kazan International Airport","55.606201171875","49.278701782227","Kazan"
"Begishevo Airport","55.564701080322266","52.092498779296875","Nizhnekamsk"
"Borisoglebskoye Airport","55.86669921875","49.13330078125","Kazan"
"Chistopol Airport","55.3057975769043","50.61598587036133","Chistopol"
"Yoshkar-Ola Airport","56.700599670410156","47.904701232910156","Yoshkar-Ola"
"Cheboksary Airport","56.090301513671875","47.3473014831543","Cheboksary"
"Zhigansk Airport","66.7965011597","123.361000061","Zhigansk"
"Yudino Heliport","55.85900115966797","49.040000915527344","Kazan"
"Ulyanovsk Baratayevka Airport","54.26829910279999","48.226699829100006","Ulyanovsk"
"Ulyanovsk East Airport","54.4010009765625","48.80270004272461","Ulyanovsk"
"Adamovka","51.5","59.936111","Adamovka"
"Kvarkeno","52.078333","59.683333","Kvarkeno"
"Orenburg Central Airport","51.795799255371094","55.45669937133789","Orenburg"
"Orsk Airport","51.0724983215332","58.59560012817383","Orsk"
"Penza Airport","53.110599517822266","45.02109909057617","Penza"
"Saransk Airport","54.12512969970703","45.212257385253906","Saransk"
"Balakovo Airport","51.8582992554","47.7456016541","Balakovo"
"Krasny Kut Airport","50.9580001831","46.9469985962","Krasny Kut"
"Saratov Central Airport","51.564998626708984","46.04669952392578","Saratov"
"Sibay Airport","52.68741226196289","58.71480178833008","Sibay"
"Beloretsk Airport","53.9380989074707","58.34000015258789","Beloretsk"
"Neftekamsk Airport","56.1068992615","54.3471984863","Neftekamsk"
"Oktyabrskiy Airport","54.4399986267","53.3883018494","Kzyl-Yar"
"Maksimovka Airport","54.83000183105469","56.16830062866211","Ufa"
"Ufa International Airport","54.557498931885","55.874401092529","Ufa"
"Aktanysh Airport","55.6975","54.0677","Aktanysh"
"Buguruslan Severny Airport","53.71839904789999","52.3718986511","Buguruslan"
"Verkhneye Sancheleyevo Airfield","53.6960966684","49.491519928","Tolyatti"
"Bezymyanka Airfield","53.220001220703125","50.32500076293945","Samara"
"Smyshlyayevka Airport","53.2400016784668","50.375","Samara"
"Tolyatti Airport","53.596274392400005","49.3781161308","Tolyatti"
"Kurumoch International Airport","53.504901885986","50.16429901123","Samara"
"Soltsy-2 Air Base","58.139545","30.33042","Soltsy"
"Kasimovo Airfield","60.198299407958984","30.334999084472656","St. Petersburg"
"Severomorsk-3 Naval Air Base","68.866669","33.716667","Severomorsk"
"Fedotovo Naval Air Base","59.188301","39.123299","Kipelovo"
"Trufanovo Airfield","59.308998","39.849998","Vologda"
"Lebyazhye Air Base","50.201698303200004","45.2083015442","Kamyshin"
"Smolensk North Airport","54.824","32.025","Smolensk"
"Sosnovka Airfield","53.261002","45.277","Penza"
"Rtishchevo Air Base","52.297317","43.7241","Rtishchevo"
